Player 1 Card: 5
Player 2 Card: K
Player 1 Card: K
Player 2 Card: 3
Player 1 Card: K
Player 2 Card: Q
Player 1 Card: :
Player 2 Card: 9
Player 1 Card: 54 (face down)
Player 2 Card: 51 (face down)
Player 1 Card: 50 (face down)
Player 2 Card: 75 (face down)
Player 1 Card: 54 (faced up)
Player 2 Card: 57 (faced up)
Player 1 Card: :
Player 2 Card: K
Player 1 Card: 4
Player 2 Card: 9
Player 1 Card: 4
Player 2 Card: T
Player 1 Card: 6
Player 2 Card: 3
Player 1 Card: T
Player 2 Card: K
Player 1 Card: 7
Player 2 Card: 3
Player 1 Card: 5
Player 2 Card: 8
Player 1 Card: 55 (face down)
Player 2 Card: 74 (face down)
Player 1 Card: 75 (face down)
Player 2 Card: 52 (face down)
Player 1 Card: 57 (faced up)
Player 2 Card: 55 (faced up)
